trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
88,False,"{'a': 0.5, 'e': 0.5599999999999996}",20,14,6.045683227498232,"{0: 5, 1: 1, 2: 0, 3: 0, 4: 0}",1
89,False,"{'a': 0.5, 'e': 0.5549999999999996}",30,14,-20.234826429775847,"{0: 11, 1: 2, 2: 3, 3: 0, 4: 0}",1
90,False,"{'a': 0.5, 'e': 0.5499999999999996}",25,0,-160.8457223237,"{0: 16, 1: 1, 2: 4, 3: 1, 4: 3}",0
91,False,"{'a': 0.5, 'e': 0.5449999999999996}",20,14,10.221156290252221,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
92,False,"{'a': 0.5, 'e': 0.5399999999999996}",25,9,3.44025218808927,"{0: 14, 1: 0, 2: 2, 3: 0, 4: 0}",1
93,False,"{'a': 0.5, 'e': 0.5349999999999996}",25,6,-14.277533284876888,"{0: 14, 1: 2, 2: 3, 3: 0, 4: 0}",1
94,False,"{'a': 0.5, 'e': 0.5299999999999996}",30,0,-100.00065212472623,"{0: 22, 1: 1, 2: 4, 3: 2, 4: 1}",0
95,False,"{'a': 0.5, 'e': 0.5249999999999996}",20,0,-71.97634605356178,"{0: 13, 1: 2, 2: 4, 3: 0, 4: 1}",0
96,False,"{'a': 0.5, 'e': 0.5199999999999996}",20,4,-69.14153271914168,"{0: 10, 1: 1, 2: 4, 3: 0, 4: 1}",1
97,False,"{'a': 0.5, 'e': 0.5149999999999996}",30,0,-141.85272175715662,"{0: 20, 1: 5, 2: 2, 3: 0, 4: 3}",0
98,False,"{'a': 0.5, 'e': 0.5099999999999996}",35,3,-41.36077259466528,"{0: 27, 1: 1, 2: 3, 3: 0, 4: 1}",1
99,False,"{'a': 0.5, 'e': 0.5049999999999996}",25,11,-16.118304440921108,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 1}",1
100,False,"{'a': 0.5, 'e': 0.49999999999999956}",25,19,3.8301765149494083,"{0: 5, 1: 1, 2: 0, 3: 0, 4: 0}",1
101,False,"{'a': 0.5, 'e': 0.49499999999999955}",30,10,5.128047342158382,"{0: 18, 1: 0, 2: 2, 3: 0, 4: 0}",1
102,False,"{'a': 0.5, 'e': 0.48999999999999955}",30,10,-22.791764999616486,"{0: 18, 1: 0, 2: 1, 3: 0, 4: 1}",1
103,False,"{'a': 0.5, 'e': 0.48499999999999954}",20,0,-20.076422952388366,"{0: 15, 1: 2, 2: 3, 3: 0, 4: 0}",0
104,False,"{'a': 0.5, 'e': 0.47999999999999954}",20,10,2.340906894799135,"{0: 8, 1: 2, 2: 0, 3: 0, 4: 0}",1
105,False,"{'a': 0.5, 'e': 0.47499999999999953}",25,5,-15.526231661096274,"{0: 16, 1: 0, 2: 4, 3: 0, 4: 0}",1
106,False,"{'a': 0.5, 'e': 0.46999999999999953}",30,11,-23.214803087212793,"{0: 16, 1: 1, 2: 1, 3: 0, 4: 1}",1
107,False,"{'a': 0.5, 'e': 0.4649999999999995}",20,5,11.044302068039546,"{0: 14, 1: 0, 2: 1, 3: 0, 4: 0}",1
108,False,"{'a': 0.5, 'e': 0.4599999999999995}",25,9,-10.37242063416682,"{0: 13, 1: 0, 2: 3, 3: 0, 4: 0}",1
109,False,"{'a': 0.5, 'e': 0.4549999999999995}",25,0,-23.238795229787268,"{0: 21, 1: 1, 2: 2, 3: 1, 4: 0}",0
110,False,"{'a': 0.5, 'e': 0.4499999999999995}",25,8,-55.43361168967447,"{0: 12, 1: 0, 2: 4, 3: 0, 4: 1}",1
111,False,"{'a': 0.5, 'e': 0.4449999999999995}",30,0,-19.59032187953264,"{0: 24, 1: 2, 2: 3, 3: 1, 4: 0}",0
112,False,"{'a': 0.5, 'e': 0.4399999999999995}",25,0,-23.961614292543967,"{0: 18, 1: 4, 2: 3, 3: 0, 4: 0}",0
113,False,"{'a': 0.5, 'e': 0.4349999999999995}",25,3,-30.48549892689488,"{0: 19, 1: 0, 2: 2, 3: 0, 4: 1}",1
114,False,"{'a': 0.5, 'e': 0.4299999999999995}",30,0,-1.8091518322066555,"{0: 26, 1: 1, 2: 3, 3: 0, 4: 0}",0
115,False,"{'a': 0.5, 'e': 0.4249999999999995}",35,12,-64.94600584767545,"{0: 18, 1: 2, 2: 1, 3: 0, 4: 2}",1
116,False,"{'a': 0.5, 'e': 0.4199999999999995}",30,4,-15.872553786096478,"{0: 19, 1: 5, 2: 2, 3: 0, 4: 0}",1
117,False,"{'a': 0.5, 'e': 0.4149999999999995}",25,20,9.735437703941034,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
118,False,"{'a': 0.5, 'e': 0.4099999999999995}",20,2,33.60639281580626,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
119,False,"{'a': 0.5, 'e': 0.40499999999999947}",25,16,6.833604938985658,"{0: 8, 1: 0, 2: 1, 3: 0, 4: 0}",1
120,False,"{'a': 0.5, 'e': 0.39999999999999947}",25,16,2.3411269422237013,"{0: 8, 1: 0, 2: 1, 3: 0, 4: 0}",1
121,False,"{'a': 0.5, 'e': 0.39499999999999946}",30,19,0.06621739247304115,"{0: 9, 1: 1, 2: 1, 3: 0, 4: 0}",1
122,False,"{'a': 0.5, 'e': 0.38999999999999946}",25,11,26.743351246213695,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
123,False,"{'a': 0.5, 'e': 0.38499999999999945}",20,5,6.540366076784302,"{0: 13, 1: 1, 2: 1, 3: 0, 4: 0}",1
124,False,"{'a': 0.5, 'e': 0.37999999999999945}",25,16,-7.414141434800296,"{0: 8, 1: 0, 2: 0, 3: 1, 4: 0}",1
125,False,"{'a': 0.5, 'e': 0.37499999999999944}",20,13,4.703017225965097,"{0: 6, 1: 1, 2: 0, 3: 0, 4: 0}",1
126,False,"{'a': 0.5, 'e': 0.36999999999999944}",20,6,28.10044421178944,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
127,False,"{'a': 0.5, 'e': 0.36499999999999944}",30,4,5.4752514102074334,"{0: 24, 1: 0, 2: 1, 3: 1, 4: 0}",1
128,False,"{'a': 0.5, 'e': 0.35999999999999943}",20,11,5.0355582042594005,"{0: 8, 1: 0, 2: 1, 3: 0, 4: 0}",1
